death_prob,vul_penalty,vax_effect,viral_age_effect,immune_adaptation_effect,infection_prob,vax_harm_score,deaths_vax,deaths_no_vax,steps_vax,steps_no_vax,auc_vax,auc_no_vax,delta_auc,non_vul_proportion_dead_delta,vulnerable_proportion_dead_delta,seeds,viral_age_delta,immunity_delta,total_unique_infected_delta,total_infections_delta,vul_infections_delta,non_vul_infections_delta,avg_reinfections_delta
0.015379734061194776,2,0.8943230470293423,0.8923494085756756,0.05,0.25,0.026230000000000003,0.0005200000000000001,0.026750000000000003,6.78,70.855,0.10092000000000001,33.663005,-33.562085,-0.029057967700556936,-0.0005998587073190443,"(np.float64(1963461910.0), np.float64(1963461910.0))",-6.77788,-1.6282099999999997,-437.615,-1081.665,-81.135,-1000.53,-1.3133212891324684
0.8872728549431289,2,0.1141791120495106,0.8997108507523589,0.05,0.25,0.0007100000000000003,0.11012000000000001,0.11083000000000003,64.245,63.03,14.547630000000002,16.885965000000002,-2.3383350000000003,-0.00090922778385503,0.0014721028848205886,"(np.float64(2434019523.0), np.float64(2434019523.0))",-0.27432,-0.0009299999999999842,-17.005,-33.02,-0.255,-32.765,-0.009554000208980517
0.01582302241794261,2,0.883872866259842,0.11069077307723882,0.05,0.25,0.21333000000000002,0.0006,0.21393,8.255,131.35,0.11685000000000001,44.280300000000004,-44.163450000000005,-0.23437300050247942,-0.019512540119239148,"(np.float64(162443601.0), np.float64(162443601.0))",-10.578050000000001,-2.3783700000000003,-443.41,-1422.365,-112.855,-1309.51,-1.9718661251890541
0.029819305323914393,2,0.10830170239484929,0.10021773587390888,0.05,0.25,0.08458000000000002,0.36744,0.45202,139.24,145.985,30.310654999999997,33.097685,-2.7870299999999997,-0.09249124725413425,-0.014900944999259291,"(np.float64(189187112.0), np.float64(189187112.0))",0.73202,0.08152999999999999,-4.31,0.225,0.205,0.02,0.01876639028373785
0.8822733482021747,2,0.10779854213989336,0.10028736484552825,0.05,0.25,-0.0023799999999999997,0.12035,0.11797000000000002,3.9,2.965,0.037880000000000004,0.023150000000000004,0.01473,0.0011703538960596055,0.013291058070333695,"(np.float64(4143240718.0), np.float64(4143240718.0))",0.004320000000000001,0.0,1.19,1.19,0.605,0.585,0.0
0.8845120113874686,2,0.8623537653481047,0.8873337895124539,0.05,0.25,0.07477,0.035089999999999996,0.10986000000000001,8.785,63.53,0.16015000000000001,11.936505,-11.776354999999999,-0.08241160495144126,-0.0066036135199923065,"(np.float64(2639436711.0), np.float64(2639436711.0))",-4.974660000000001,-0.43331000000000003,-294.45,-438.145,-33.705,-404.44,-0.37878578003350966
0.015061299045838552,2,0.10151351683906099,0.8864623004603722,0.05,0.25,0.00582,0.03455,0.040369999999999996,89.645,91.34,46.04582500000001,52.49674499999999,-6.450919999999999,-0.005633088477536836,-0.006521863135503236,"(np.float64(618577321.0), np.float64(618577321.0))",0.11322999999999997,-0.04104,-0.88,-54.515,-1.675,-52.84,-0.1041565949619788
0.8813602395551916,2,0.8943453314670341,0.10683071843181553,0.05,0.25,0.09333,0.02013,0.11346,5.96,6.14,0.08184,0.057255000000000014,0.024585000000000003,-0.10369847723360025,0.00044879845879210455,"(np.float64(4139656298.0), np.float64(4139656298.0))",-0.020090000000000004,0.07806999999999999,-7.67,-7.63,0.325,-7.955,0.0008203312885144431
0.02987964132670539,2,0.8696244072210049,0.8966371821294623,0.05,0.25,0.04659,0.0014900000000000002,0.04808,8.34,73.18,0.11825,33.881825,-33.763575,-0.05151648752267101,-0.002220062492546118,"(np.float64(3222074927.0), np.float64(3222074927.0))",-6.94331,-1.6405599999999998,-439.56,-1090.175,-92.66,-997.515,-1.318686194827621
0.858776989611817,2,0.12231313081351108,0.8824384405923948,0.05,0.25,-0.0010600000000000004,0.11383000000000001,0.11277000000000001,64.74,63.545,14.181239999999997,16.86028,-2.67904,0.0008921216136960389,0.004078736277305927,"(np.float64(1973228360.0), np.float64(1973228360.0))",-0.35011,-0.014790000000000001,-23.565,-44.015,-1.705,-42.31,-0.019785420711372778
0.8971394004746404,2,0.12012298249724661,0.10337084540466153,0.05,0.25,-0.00288,0.11937000000000002,0.11649000000000001,3.915,2.93,0.035515000000000005,0.021405000000000004,0.014110000000000001,0.0014690571999178025,0.015005857801505455,"(np.float64(2793731483.0), np.float64(2793731483.0))",0.00271,0.0,1.44,1.44,0.74,0.7,0.0
0.02969507490189085,2,0.8984541242160233,0.8977694344869181,0.05,0.25,0.04625,0.0010400000000000001,0.04729000000000001,6.59,73.435,0.10317500000000003,33.55374,-33.450565000000005,-0.05113140805241571,-0.0014561894086392913,"(np.float64(2883922661.0), np.float64(2883922661.0))",-6.901330000000001,-1.62471,-437.48,-1078.36,-77.995,-1000.365,-1.3075602574600944
0.8684688969176327,2,0.886626122824511,0.11575002514970488,0.05,0.25,0.09603000000000002,0.02236,0.11839000000000002,6.965,7.1,0.0872,0.071485,0.015715,-0.10670460610164134,0.000127342503739048,"(np.float64(1217549670.0), np.float64(1217549670.0))",-0.02456,0.07778,-9.17,-9.125,-0.13,-8.995,0.0009125116421282476
0.012207118428168432,2,0.10499206488991071,0.11460497072647222,0.05,0.25,0.04726000000000001,0.21064999999999998,0.25791000000000003,142.52,145.17,49.996449999999996,56.30336000000001,-6.30691,-0.05122316702075409,-0.009954127160163417,"(np.float64(4147022489.0), np.float64(4147022489.0))",0.6222200000000001,-0.003180000000000005,-0.53,-44.59,-1.19,-43.4,-0.08578326591596806
