death_prob,vul_penalty,vax_effect,viral_age_effect,immune_adaptation_effect,infection_prob,vax_harm_score,deaths_vax,deaths_no_vax,steps_vax,steps_no_vax,auc_vax,auc_no_vax,delta_auc,non_vul_proportion_dead_delta,vulnerable_proportion_dead_delta,seeds,viral_age_delta,immunity_delta,total_unique_infected_delta,total_infections_delta,vul_infections_delta,non_vul_infections_delta,avg_reinfections_delta,actual_diff
0.6121691528544029,2,0.11939593263823599,0.4842033863729086,0.05,0.25,-0.0017299999999999991,0.12614,0.12441000000000002,67.15,67.2,13.202235,16.89967,-3.697435,0.0016242909950714966,0.0027126055262728537,"(np.float64(1564697870.0), np.float64(1564697870.0))",-0.7546600000000001,-0.06365,-36.04,-77.785,-4.605,-73.18,-0.06844765222088467,0.0017299999999999991
0.5392418659313094,2,0.14657129617864212,0.12769642020580232,0.05,0.25,-0.005329999999999999,0.141,0.13567,15.38,12.93,0.410425,0.6175200000000001,-0.20709500000000006,0.0048886865731809035,0.00944866873245905,"(np.float64(3789250791.0), np.float64(3789250791.0))",-0.13116,-0.00813,-1.085,-4.34,0.12,-4.46,-0.005767035904449587,0.005329999999999999
0.8732712094459948,2,0.12600074835329453,0.511988238324906,0.05,0.25,-0.00398,0.11627000000000001,0.11228999999999999,49.055,46.035,5.6904,6.281975,-0.591575,0.004022946943425592,0.004436816652596268,"(np.float64(380384835.0), np.float64(380384835.0))",-0.25531,0.024080000000000004,-12.61,-10.885,0.455,-11.34,0.017108251855283405,0.00398
0.3349067609304411,2,0.10562012155888728,0.5296111483424181,0.05,0.25,-0.002960000000000001,0.14175,0.13879,66.145,66.315,18.334235,21.832915000000003,-3.4986800000000007,0.003409944376019959,-0.00044367145073786807,"(np.float64(2127867820.0), np.float64(2127867820.0))",-0.28474,-0.037110000000000004,-16.985,-52.745,-2.375,-50.37,-0.05631681192076044,0.002960000000000001
0.7695941975902104,2,0.20214240822767482,0.8810075217808009,0.05,0.25,-0.0031699999999999996,0.11313000000000001,0.10996000000000002,64.6,65.055,11.652249999999999,18.135845,-6.483595,0.001865032973758171,0.013720146289964494,"(np.float64(898182307.0), np.float64(898182307.0))",-1.3228499999999999,-0.10534,-71.94,-141.37,-5.095,-136.275,-0.09690000496405717,0.0031699999999999996
0.7340666030218114,2,0.4253377047428597,0.6621939239946324,0.05,0.25,-0.0019799999999999996,0.11867000000000001,0.11669,59.405,57.38,2.633085,10.647170000000001,-8.014085,0.0004275653991220443,0.015151843687823524,"(np.float64(2122445568.0), np.float64(2122445568.0))",-3.11939,-0.20653000000000002,-172.62,-261.115,-17.98,-243.135,-0.18002716192655632,0.0019799999999999996
0.5560280231416581,2,0.10767245436416549,0.6307303415253757,0.05,0.25,-0.0011599999999999996,0.12524000000000002,0.12408000000000001,61.3,61.67,12.832795,16.34487,-3.5120750000000003,0.0007321360525607615,0.004825109173300282,"(np.float64(1176066181.0), np.float64(1176066181.0))",-0.61111,-0.054139999999999994,-38.925,-72.105,-3.59,-68.515,-0.04685750023862966,0.0011599999999999996
0.7827414417511299,2,0.11312500014646096,0.299659892581439,0.05,0.25,-0.0015900000000000003,0.12402,0.12243,35.335,33.745,2.9594400000000003,4.03359,-1.0741500000000002,0.0008326838129022213,0.008481062022429126,"(np.float64(655090867.0), np.float64(655090867.0))",-0.37799999999999995,-0.0215,-16.42,-26.99,-1.42,-25.57,-0.013839380710637346,0.0015900000000000003
0.5975458891151142,2,0.11883280250758813,0.10797839602568615,0.05,0.25,-8.000000000000007e-05,0.1345,0.13442,9.365,8.21,0.16325499999999998,0.12424000000000002,0.039014999999999994,-0.00019374450786106696,0.0050175536264006945,"(np.float64(2658914880.0), np.float64(2658914880.0))",0.007289999999999992,0.00052,0.35,0.455,0.01,0.445,0.00020459965090837583,8.000000000000007e-05
0.8295065836451374,2,0.40567501870531986,0.41690905170027126,0.05,0.25,-0.0009199999999999994,0.12176999999999999,0.12085000000000001,44.045,45.175,1.2884550000000001,5.511690000000001,-4.223235,-0.0013500451700154672,0.019336781824005375,"(np.float64(4048969844.0), np.float64(4048969844.0))",-2.07222,-0.10422999999999999,-106.46,-147.975,-10.605,-137.37,-0.10616246905905896,0.0009199999999999994
0.898306718617772,2,0.40163340610187237,0.42495925359760867,0.05,0.25,-0.0025499999999999993,0.11791,0.11536000000000002,41.46,41.53,1.02401,5.129925000000001,-4.1059149999999995,-9.556597627349839e-05,0.027373961511016516,"(np.float64(388479448.0), np.float64(388479448.0))",-2.08614,-0.10703,-103.145,-142.83,-11.035,-131.795,-0.10007750788335681,0.0025499999999999993
0.5582894025391993,2,0.10526812306670062,0.37367720148263683,0.05,0.25,-0.0017400000000000004,0.135,0.13326,62.185,57.32,8.949315,9.696035,-0.7467200000000002,0.0006628205415834224,0.01051272320592496,"(np.float64(2460434082.0), np.float64(2460434082.0))",0.034190000000000074,0.027300000000000005,0.84,-0.085,0.99,-1.075,0.019953115768693522,0.0017400000000000004
0.3866639110698938,2,0.10870341828783579,0.6666620611781577,0.05,0.25,-0.00010999999999999788,0.1329,0.13279,65.515,65.81,18.23433,22.396175,-4.1618450000000005,-0.0013773090353349476,0.01361132008629264,"(np.float64(1418871936.0), np.float64(1418871936.0))",-0.40884,-0.06503,-27.12,-72.485,-3.03,-69.455,-0.06760888811494427,0.00010999999999999788
0.6632736113321712,2,0.10037519580055224,0.35706628868074664,0.05,0.25,-0.0017199999999999993,0.12854,0.12682000000000002,51.405,49.015,5.980450000000001,6.683579999999999,-0.7031299999999999,0.0005770513762360125,0.011878925839166023,"(np.float64(474712624.0), np.float64(474712624.0))",-0.21497000000000002,0.019209999999999994,-12.16,-11.225,-0.44,-10.785,0.014377263951047492,0.0017199999999999993
