death_prob,vul_penalty,vax_effect,viral_age_effect,immune_adaptation_effect,infection_prob,vax_harm_score,deaths_vax,deaths_no_vax,steps_vax,steps_no_vax,auc_vax,auc_no_vax,delta_auc,non_vul_proportion_dead_delta,viral_age_delta,immunity_delta
0.8776788094070755,2,0.8759893140883681,0.8926309374198982,0.05,0.25,0.08710000000000001,0.01864,0.10574,6.365,65.005,0.09970500000000002,12.718000000000002,-12.618294999999998,-0.09630040576212245,-5.15745,-0.51601
0.036123944579447585,2,0.10653871701169981,0.14375802215754546,0.05,0.25,0.08192,0.23626999999999998,0.31819,118.04,125.345,30.078360000000004,33.790605,-3.7122449999999985,-0.08875079878588178,0.72146,-0.02129999999999999
0.8660772666282167,2,0.8973856171781269,0.11409067434464194,0.05,0.25,0.09722999999999998,0.01618,0.11341000000000001,6.2,5.88,0.10076500000000001,0.07611000000000001,0.024655000000000003,-0.10775482753710569,-0.024540000000000003,0.07916
0.015379734061194776,2,0.8943230470293423,0.8923494085756756,0.05,0.25,0.027440000000000003,0.00043999999999999996,0.027880000000000002,6.695,73.715,0.10919499999999999,34.461040000000004,-34.351845000000004,-0.030475631180541488,-6.716690000000001,-1.7731999999999999
0.8872728549431289,2,0.1141791120495106,0.8997108507523589,0.05,0.25,0.0016299999999999997,0.11122000000000004,0.11285000000000002,63.64,64.65,9.938185,13.4494,-3.5112150000000004,-0.001620639963761116,-0.7409800000000001,-0.15017999999999998
0.01582302241794261,2,0.883872866259842,0.11069077307723882,0.05,0.25,0.21702,0.00029,0.21731,6.48,138.16,0.108205,45.24263,-45.134425,-0.24038616754048264,-10.540280000000001,-2.5701
0.029819305323914393,2,0.10830170239484929,0.10021773587390888,0.05,0.25,0.09602000000000001,0.27823,0.37424999999999997,137.475,144.55,31.032725,33.47256,-2.4398349999999995,-0.10445869098242902,1.07786,0.06488999999999999
0.8822733482021747,2,0.10779854213989336,0.10028736484552825,0.05,0.25,0.0010400000000000001,0.12485000000000002,0.12588999999999997,6.835,6.325,0.11610500000000001,0.099495,0.01661000000000001,-0.0020921339354594754,0.017680000000000008,0.0008500000000000002
0.8845120113874686,2,0.8623537653481047,0.8873337895124539,0.05,0.25,0.07658,0.02925,0.10583000000000002,8.305,64.11,0.169895,12.116354999999999,-11.94646,-0.08483842166890708,-5.04382,-0.50139
0.015061299045838552,2,0.10151351683906099,0.8864623004603722,0.05,0.25,0.005580000000000001,0.021789999999999997,0.027370000000000005,69.3,73.145,28.515304999999998,35.34303,-6.827724999999999,-0.006198441278302458,-0.13105000000000003,-0.28168000000000004
0.8813602395551916,2,0.8943453314670341,0.10683071843181553,0.05,0.25,0.09838000000000001,0.01657,0.11495000000000001,6.375,6.065,0.10141499999999999,0.075445,0.02597,-0.10922320501077158,-0.025390000000000006,0.07816999999999999
0.02987964132670539,2,0.8696244072210049,0.8966371821294623,0.05,0.25,0.04637,0.00068,0.04705,6.76,77.255,0.112425,34.926365000000004,-34.81394,-0.05138382294930896,-6.98228,-1.83886
0.858776989611817,2,0.12231313081351108,0.8824384405923948,0.05,0.25,0.0011800000000000007,0.11416,0.11534000000000001,64.225,64.74,9.690125,13.703204999999999,-4.0130799999999995,-0.0015063608745110608,-0.97734,-0.19755000000000003
0.8971394004746404,2,0.12012298249724661,0.10337084540466153,0.05,0.25,0.00043000000000000053,0.1264,0.12683000000000003,6.87,6.04,0.09122499999999999,0.0762,0.015025000000000002,-0.0011854770470562997,0.0012099999999999995,-0.00012
0.02969507490189085,2,0.8984541242160233,0.8977694344869181,0.05,0.25,0.04507,0.0007400000000000001,0.04581,6.52,75.635,0.11244500000000002,33.97761,-33.865165,-0.05006606324708834,-6.81662,-1.7390199999999998
0.8684688969176327,2,0.886626122824511,0.11575002514970488,0.05,0.25,0.09614,0.01734,0.11348000000000001,6.235,6.05,0.098885,0.074725,0.024160000000000004,-0.10688605777462915,-0.024310000000000002,0.07711
0.012207118428168432,2,0.10499206488991071,0.11460497072647222,0.05,0.25,0.05025,0.13295,0.1832,124.265,134.565,41.170135,49.91479999999999,-8.744665,-0.05479465759994152,0.22946999999999995,-0.31777
0.021169657467241865,2,0.10096669918789347,0.8905867559591516,0.05,0.25,0.007389999999999999,0.028640000000000002,0.03603,71.06,74.905,29.051785,35.84179,-6.790005,-0.00837283219776539,-0.020429999999999966,-0.28468
0.050086809280779195,2,0.8894957859853823,0.10006947769557036,0.05,0.25,0.43979,0.0012000000000000001,0.44099000000000005,6.38,145.89,0.10955500000000003,22.051230000000004,-21.941675,-0.48811901869588825,-6.6998,-1.02392
0.8971968833159907,2,0.8883744082859004,0.8818820296982145,0.05,0.25,0.08927,0.01776,0.10703000000000001,6.235,64.72,0.10003000000000001,12.388575000000001,-12.288545,-0.09892176292794291,-5.0535000000000005,-0.49221
0.8966738118898974,2,0.11147253497664576,0.8944313099736936,0.05,0.25,0.0008200000000000007,0.11423000000000001,0.11505000000000003,64.005,65.63,9.44564,14.238254999999999,-4.7926150000000005,-3.824605462975542e-05,-1.14031,-0.24221
0.02221449801999316,2,0.8998456169483197,0.10824074916240783,0.05,0.25,0.28432,0.00047,0.28479,6.335,140.99,0.10806,38.82587,-38.71781,-0.31526574287039855,-9.54435,-2.10371
0.8968402042373799,2,0.8853224645846277,0.12822308294926926,0.05,0.25,0.09429000000000003,0.01764,0.11193000000000002,6.39,5.595,0.10257000000000001,0.07067,0.031900000000000005,-0.10455981420579086,-0.021580000000000002,0.07778
0.022489284640393584,2,0.10332088678533911,0.11979955402726353,0.05,0.25,0.07271000000000001,0.20073,0.27344,125.495,133.365,35.368575,40.66849499999999,-5.299919999999999,-0.07911397318280855,0.62493,-0.10305000000000002
0.8781721945822966,2,0.10595143359864245,0.8969751580041433,0.05,0.25,0.0005799999999999988,0.11303,0.11361,63.545,64.895,9.60744,14.251959999999999,-4.64452,-1.9571394214864118e-05,-1.1014199999999998,-0.22337000000000004
0.8999339478669078,2,0.10158332821061791,0.10229847890050872,0.05,0.25,-0.0020600000000000006,0.1243,0.12224,6.45,5.71,0.08465500000000001,0.07187,0.012785000000000001,0.0014484096788714975,0.0008900000000000005,0.0002
0.021441097340039496,2,0.8909173177212316,0.8860982586443205,0.05,0.25,0.03613,0.00049,0.03662,6.48,75.56,0.10859999999999999,34.685885000000006,-34.577285,-0.04019603776964086,-6.83102,-1.79504
0.03633785164184489,2,0.8898370735581781,0.8993950866708652,0.05,0.25,0.05341000000000001,0.0007700000000000002,0.05418000000000001,6.43,76.565,0.10957,33.65859,-33.54902,-0.059457924560135406,-6.8543400000000005,-1.7342699999999995
0.0179136623676514,2,0.11852727245153574,0.10807500295845332,0.05,0.25,0.06742000000000001,0.18399,0.25141,127.765,136.755,36.525335,43.79604499999999,-7.27071,-0.0739117285305086,0.41306000000000004,-0.23857
0.8968542710836918,2,0.898649742344967,0.11546866748685201,0.05,0.25,0.09832,0.015390000000000001,0.11371,6.165,5.705,0.10097999999999999,0.07093500000000001,0.030045000000000002,-0.10890153656328753,-0.0213,0.07845999999999999
0.021165257587836977,2,0.11165096821650647,0.11031548400969557,0.05,0.25,0.07443999999999999,0.20804000000000003,0.28247999999999995,129.755,137.815,35.20864,41.05503000000001,-5.84639,-0.08124164788601346,0.66488,-0.1177
0.8925804323995504,2,0.13548267323561725,0.8848274927174022,0.05,0.25,0.004350000000000001,0.10922000000000001,0.11356999999999999,62.93,64.97,7.646205,13.22563,-5.579425,-0.0052072899581699274,-1.6089100000000003,-0.29413999999999996
0.8921365329409235,2,0.8781500296775173,0.10209046099184578,0.05,0.25,0.09207999999999998,0.01927,0.11135000000000002,6.43,5.755,0.09975000000000002,0.07059,0.029160000000000005,-0.10240952572069037,-0.02331,0.07657
0.028179202615336685,2,0.8804661005979793,0.8902520835335258,0.05,0.25,0.0446,0.00072,0.04532,6.56,75.13,0.10794000000000001,33.884620000000005,-33.77668,-0.04951893206152851,-6.76158,-1.75622
0.8833096788622905,2,0.12319991331025523,0.8836140557577319,0.05,0.25,0.0038499999999999997,0.11063000000000002,0.11448,62.765,64.71,8.613805,13.45582,-4.842015000000001,-0.0039345506018107134,-1.4018000000000002,-0.25091
0.015475981302550644,2,0.10106291491284641,0.8854093547477079,0.05,0.25,0.004880000000000001,0.02273,0.027610000000000003,69.95,73.41,28.991765000000004,35.602850000000004,-6.611085,-0.005364379629847187,0.0028200000000000005,-0.25587
0.893919685266205,2,0.1017960810049524,0.10213274450930535,0.05,0.25,0.00015000000000000029,0.12480000000000001,0.12495,6.575,6.235,0.08810500000000002,0.07606000000000002,0.012045000000000002,-0.0014857912186856846,0.0008799999999999988,-0.00013000000000000002
0.8638750394332837,2,0.8919499986896015,0.8888354131947147,0.05,0.25,0.08900999999999999,0.01734,0.10635000000000001,6.335,64.81,0.10319,12.773085000000002,-12.669894999999999,-0.0988661616928796,-5.196140000000001,-0.5048600000000001
0.028318298774934907,2,0.10110100178440362,0.11356346114374755,0.05,0.25,0.08119,0.24823,0.32942,128.605,136.125,32.034130000000005,35.85725,-3.8231200000000003,-0.08797172321204429,0.78955,-0.025190000000000018
0.03232263967678446,2,0.8982241180749643,0.10153635231522538,0.05,0.25,0.35983000000000004,0.0008399999999999999,0.36067000000000005,6.47,144.465,0.10770500000000002,31.036440000000002,-30.928734999999996,-0.3992571192671475,-8.32951,-1.6008799999999999
0.8840078166042077,2,0.8967423781549558,0.1101881753883551,0.05,0.25,0.09702000000000002,0.015560000000000001,0.11258000000000001,6.135,5.84,0.09734999999999999,0.07355,0.023799999999999998,-0.10781645774778337,-0.023700000000000002,0.0769
0.011533828888079821,2,0.889274322410906,0.8860877080123826,0.05,0.25,0.020970000000000003,0.00024,0.021210000000000003,6.7,72.85,0.10967,34.4861,-34.37643,-0.023340797898070267,-6.71468,-1.7857299999999998
0.8923012859835985,2,0.8863970236194001,0.8839074684664743,0.05,0.25,0.08481,0.01818,0.10299000000000003,6.42,63.73,0.10305500000000001,12.35951,-12.256455,-0.09437138323780264,-5.125640000000001,-0.48934
0.012341944863877493,2,0.10645357616125245,0.10260165466095526,0.05,0.25,0.0553,0.1466,0.20189999999999997,131.335,139.58,42.00174499999999,49.900065,-7.898319999999999,-0.060162332752159584,0.29832000000000003,-0.22815000000000002
0.889648061653783,2,0.1278831163635804,0.8794723564563339,0.05,0.25,0.00168,0.11292000000000002,0.11460000000000001,62.47,64.885,8.55356,13.373795,-4.820234999999999,-0.0029907950579000364,-1.3965,-0.26069
0.012767100390104466,2,0.10518949138718972,0.8994430322595404,0.05,0.25,0.0048,0.01908,0.02388,69.23,72.875,28.64718,35.830095,-7.182915,-0.005335757647670065,-0.014660000000000055,-0.28585
0.8866308042160547,2,0.10084753598225547,0.12250423880358428,0.05,0.25,0.00109,0.12414,0.12523,6.45,6.37,0.08838499999999999,0.087975,0.00041000000000000145,-0.001709954452412363,-0.012639999999999998,-0.0005200000000000001
0.8996487333073446,2,0.8808357470644171,0.10760482271297472,0.05,0.25,0.09307000000000003,0.01938,0.11245000000000001,6.345,5.82,0.10118500000000001,0.07222500000000001,0.02896,-0.10314153808586464,-0.02383,0.07651999999999999
0.020827101605939057,2,0.8492984145131279,0.8999539683719633,0.05,0.25,0.03487,0.00102,0.03589,8.665,74.805,0.20125,34.43528,-34.23403,-0.03881459321493399,-6.83276,-1.83173
0.035214634136644794,2,0.8815094887555565,0.11258508675716215,0.05,0.25,0.35448,0.00082,0.3553,6.27,137.83,0.10301500000000001,30.260625,-30.15761,-0.392994702486006,-8.133510000000001,-1.5729
0.897879204532517,2,0.10497861430374825,0.8557558403915683,0.05,0.25,6.938893903907229e-20,0.11531000000000002,0.11531000000000002,61.55,63.545,8.220934999999999,12.037079999999998,-3.816145,0.0004744760280100821,-1.0396299999999998,-0.19166000000000005
0.016374747671855726,2,0.8881309767927349,0.10218317053275455,0.05,0.25,0.24025,0.00048,0.24073,6.615,143.175,0.10928,44.266954999999996,-44.15767500000001,-0.2663354971522762,-10.513420000000002,-2.5024
0.013668337267735428,2,0.12631883287100162,0.8948080201579062,0.05,0.25,0.00542,0.019729999999999998,0.025150000000000002,69.395,72.55,27.9654,35.26992,-7.30452,-0.005994537829755565,-0.03545000000000001,-0.26108
0.8956547177431298,2,0.8843915466099154,0.8880295564762075,0.05,0.25,0.08778999999999999,0.01779,0.10558,6.595,64.71,0.10223500000000002,12.613955,-12.51172,-0.09754097203236752,-5.166320000000001,-0.5078900000000001
0.8935623713876792,2,0.12639776001962427,0.10461817993660737,0.05,0.25,-0.002339999999999999,0.12804000000000001,0.1257,6.72,5.92,0.09398000000000001,0.07823000000000001,0.01575,0.0006151315833674945,0.00122,0.00032
0.8990546171627717,2,0.8865197732798429,0.886916063124554,0.05,0.25,0.08796000000000001,0.017929999999999998,0.10589,6.305,65.055,0.10056000000000001,12.351970000000001,-12.25141,-0.09801221187874594,-5.00159,-0.49471999999999994
0.8999548981255671,2,0.8992703205724761,0.10121138853088577,0.05,0.25,0.09594000000000001,0.01633,0.11227000000000002,6.255,5.575,0.10162500000000002,0.070485,0.031139999999999998,-0.10669588322799789,-0.022709999999999998,0.07745
0.023709984686525402,2,0.1129183662296712,0.8960989083625359,0.05,0.25,0.0089,0.031,0.03989999999999999,70.65,74.57,27.953905,35.201525000000004,-7.247620000000001,-0.009953073013470643,-0.07901999999999998,-0.30355000000000004
0.014977963803381945,2,0.8942125399723918,0.10498989655334778,0.05,0.25,0.21880000000000002,0.00039,0.21919000000000005,6.365,141.99,0.10974500000000001,46.25863999999999,-46.148895,-0.24219060536041884,-10.77473,-2.61456
0.04027587089448526,2,0.10819124017330478,0.8906254639936225,0.05,0.25,0.01007,0.04970000000000001,0.059770000000000004,73.015,77.18,28.22907,35.175375,-6.946304999999999,-0.01152553358307172,-0.040989999999999964,-0.26887000000000005
0.028885823939042404,2,0.13338396538421265,0.10345043375756272,0.05,0.25,0.11951,0.23841,0.35792,131.125,143.63,29.59206,34.701965,-5.109904999999999,-0.12956380523219838,1.03258,-0.024119999999999996
0.8990160953823867,2,0.8789096998672693,0.8867438064154469,0.05,0.25,0.08782,0.01867,0.10649000000000002,6.34,65.55,0.10124000000000001,12.916460000000002,-12.815220000000002,-0.09740934643538307,-5.26825,-0.5274
0.8871318106146002,2,0.1406067977355721,0.11312255660118462,0.05,0.25,0.0005999999999999997,0.12643000000000001,0.12703,7.405,6.105,0.09995000000000001,0.080055,0.019895,-0.0018249219847455618,0.0037399999999999994,0.00020999999999999998
0.8978110214352761,2,0.8997787818127948,0.10794196510807481,0.05,0.25,0.09589,0.015960000000000002,0.11185000000000002,6.285,5.55,0.10101,0.069195,0.031815,-0.10625589219299787,-0.022680000000000002,0.07907
0.01702620610852568,2,0.1027013712491681,0.8991115949210297,0.05,0.25,0.00724,0.02313,0.030370000000000005,69.98,73.51,28.828490000000002,35.34942,-6.520930000000001,-0.008198046032716864,-0.03937999999999999,-0.2487
0.8980227174741412,2,0.10750330801258211,0.10447487222616055,0.05,0.25,-0.0015799999999999998,0.12644000000000002,0.12486000000000001,7.02,5.975,0.09288,0.07612000000000001,0.01676,0.00137321693045301,0.00243,0.0005700000000000001
0.02335788575898015,2,0.89337596521531,0.8869579037498212,0.05,0.25,0.040139999999999995,0.00055,0.04068999999999999,6.47,75.725,0.106325,34.482015000000004,-34.37569,-0.04458976795582761,-6.81771,-1.77721
0.022710708637638594,2,0.10187045678690705,0.11178432445162143,0.05,0.25,0.07746999999999998,0.21645000000000003,0.29392,128.8,136.485,34.867295000000006,39.687875,-4.82058,-0.0843278217759837,0.7978399999999999,-0.06725999999999999
0.011815310699091404,2,0.8592895578950875,0.10704053951282369,0.05,0.25,0.18055,0.00055,0.18109999999999998,8.495,139.205,0.20119,49.3796,-49.17840999999999,-0.20003517263953982,-11.225389999999999,-2.89106
0.01248576437367899,2,0.8980506124289601,0.1087174153482919,0.05,0.25,0.18536000000000002,0.00032,0.18567999999999998,6.5,137.975,0.109335,48.43244000000001,-48.323105,-0.20559187057655529,-10.905999999999999,-2.7549800000000007
0.8922878191412617,2,0.8783620799267233,0.8871761658683534,0.05,0.25,0.08738,0.01894,0.10632000000000001,6.305,65.135,0.10042,12.59817,-12.497750000000002,-0.09735148539262944,-5.127000000000001,-0.50995
0.8943297909505578,2,0.1096162425526476,0.8591377804997746,0.05,0.25,0.00118,0.11423,0.11541,62.86,64.045,8.871655,12.958694999999999,-4.087039999999999,-0.001990852958157012,-1.0545499999999999,-0.20980999999999997
0.021597185613242628,2,0.11825314633449643,0.10056596683374251,0.05,0.25,0.08682000000000001,0.22203000000000003,0.30884999999999996,134.375,144.33,34.706355,40.225035,-5.51868,-0.09428961926366135,0.7617999999999999,-0.09168000000000001
0.8931588394489448,2,0.10120089810189273,0.13062357392147145,0.05,0.25,-0.00016000000000000034,0.12504,0.12488000000000002,6.775,5.955,0.09164,0.07597000000000001,0.015670000000000003,0.0004106722837976444,8.000000000000035e-05,0.0004
0.8921454935145708,2,0.10286439990411936,0.8852593537623971,0.05,0.25,0.00409,0.11105000000000001,0.11514000000000003,63.0,63.78,9.24707,13.211295,-3.9642250000000003,-0.004228025854606868,-0.8780500000000001,-0.19366
0.02581647676290512,2,0.12298438422703671,0.8998888198029242,0.05,0.25,0.00869,0.033710000000000004,0.0424,70.195,75.925,27.301595,35.83784,-8.536245000000001,-0.009505827584439274,-0.27672,-0.3966799999999999
0.011004769990500072,2,0.11165043829540934,0.8681843667350606,0.05,0.25,0.00497,0.01645,0.021419999999999998,68.15,73.32,28.06429,35.99216499999999,-7.927874999999999,-0.005734431310914161,-0.21796,-0.34148
0.8626654191845458,2,0.8883329959702685,0.8906961117160218,0.05,0.25,0.08616,0.01738,0.10354000000000002,6.315,64.97,0.10299500000000002,12.85031,-12.747314999999999,-0.09616257898243818,-5.24075,-0.51579
0.8854720869338977,2,0.10231039029604778,0.10990929644730035,0.05,0.25,0.0032999999999999995,0.12446000000000002,0.12775999999999998,6.495,6.25,0.09006,0.080085,0.009975000000000001,-0.0033390498564246003,-0.0007800000000000003,0.0001400000000000001
0.014437069767623326,2,0.8860879494880111,0.8808209122288448,0.05,0.25,0.02596,0.0003,0.026260000000000002,6.595,73.31,0.110225,34.2895,-34.179275,-0.02894750551962085,-6.7172,-1.77899
0.8935783148577827,2,0.8916552470741509,0.891661595689585,0.05,0.25,0.09076000000000001,0.01634,0.10710000000000001,6.47,64.87,0.10006,12.677645,-12.577585000000001,-0.10058769942156304,-5.147660000000001,-0.50581
0.013599030852377684,2,0.8639996231782696,0.11143723098491282,0.05,0.25,0.19308999999999998,0.0006200000000000001,0.19371,8.36,136.1,0.19957,46.94217499999999,-46.742605,-0.2142365650048191,-10.810529999999998,-2.7191899999999998
0.8958823363447415,2,0.8970959216253297,0.1092932807246398,0.05,0.25,0.09601000000000001,0.01705,0.11306000000000001,6.315,5.64,0.102925,0.07111500000000001,0.03181,-0.106724107090178,-0.0229,0.07914
0.025758904705375958,2,0.8851443747603915,0.10260304989582059,0.05,0.25,0.31942,0.00067,0.32008999999999993,6.46,144.165,0.109905,35.676455000000004,-35.56655,-0.3546860689868405,-9.16009,-1.93018
0.8977777777144125,2,0.8896777093336731,0.1024444551631941,0.05,0.25,0.09379000000000001,0.01807,0.11186000000000001,6.205,5.77,0.1029,0.07008500000000001,0.032815000000000004,-0.1044057992076054,-0.022940000000000002,0.07846
0.8934075420866623,2,0.10659932516940476,0.11067144487982904,0.05,0.25,-0.003170000000000001,0.12646000000000002,0.12329000000000001,6.465,6.11,0.08838000000000001,0.07548500000000001,0.012894999999999998,0.0017976804250318169,0.0006999999999999999,0.00023
0.8738971083078328,2,0.8989573910429122,0.8937996779045452,0.05,0.25,0.0904,0.015580000000000004,0.10598,6.17,65.375,0.10058,12.25832,-12.15774,-0.10073767546356065,-5.06788,-0.47462000000000004
0.01523002050749229,2,0.11449237331578052,0.10832674501880978,0.05,0.25,0.06737,0.16144999999999995,0.22882000000000002,128.705,138.33,39.11252,46.699,-7.586479999999999,-0.07304763294577764,0.45974000000000004,-0.21536999999999998
0.8985712453851883,2,0.10759981884290806,0.877982149876483,0.05,0.25,0.001829999999999999,0.11362000000000001,0.11545,63.7,63.635,9.34551,13.154354999999999,-3.808845,-0.0025311342490541033,-0.9155,-0.16684
0.06775197103213718,2,0.8894387358382717,0.8757413883246636,0.05,0.25,0.08083,0.0012900000000000001,0.08212,6.585,77.915,0.11091500000000001,32.095665,-31.98475,-0.08980425060990264,-6.85114,-1.6341999999999999
0.026242596725470635,2,0.11882585368273936,0.8942837377568258,0.05,0.25,0.011280000000000002,0.03366,0.04494000000000001,71.645,76.135,28.192154999999993,35.807975,-7.615820000000001,-0.012486570165890413,-0.13466999999999998,-0.30082000000000003
0.01877189003245931,2,0.8713043979865914,0.8926363095180369,0.05,0.25,0.03245,0.00048,0.03293,6.445,74.515,0.10837,34.56779,-34.45942,-0.03603803659416902,-6.833600000000001,-1.8127799999999998
0.8866425525900321,2,0.10239063975689665,0.8928021187735297,0.05,0.25,6.000000000000047e-05,0.11379000000000002,0.11385000000000002,63.445,65.14,9.554075000000001,13.845565,-4.2914900000000005,-0.00013851759108762684,-1.0181200000000001,-0.19972
0.8756173297221161,2,0.8925687603510408,0.8944675481040377,0.05,0.25,0.08984,0.01594,0.10578,6.14,65.515,0.10147,13.029144999999998,-12.927674999999999,-0.09984879106957292,-5.2171899999999996,-0.52347
0.020566949244097563,2,0.8781961415177698,0.8906518580492565,0.05,0.25,0.033440000000000004,0.00046,0.0339,6.43,74.8,0.10898,34.38514,-34.27616,-0.037134508399961706,-6.847659999999999,-1.7962200000000001
0.01716946136089579,2,0.8864698494172719,0.10839886114498372,0.05,0.25,0.23720000000000002,0.00033,0.23753,6.615,141.335,0.10923999999999999,43.702124999999995,-43.592885,-0.26342054737870774,-10.41369,-2.46783
0.010642499984948995,2,0.8707961800188498,0.10331046001207067,0.05,0.25,0.17241,0.00018,0.17259,6.475,139.63,0.109975,50.357185,-50.24721,-0.1911858777691263,-11.37875,-2.95067
0.8984290092996715,2,0.8956212094500954,0.894056812312234,0.05,0.25,0.08982000000000001,0.01565,0.10547000000000001,6.12,64.31,0.10255500000000001,12.20621,-12.103654999999998,-0.09972694481424459,-4.98387,-0.47448000000000007
